title,price,location,destaque,condominio,area_util,quartos,banheiros,vagas_na_garagem,iptu,academia,elevador,permitido_animais,piscina,portaria,salao_de_festas,condominio_fechado,seguranca_24h,portao_eletronico,area_murada,area_de_servico,armarios_na_cozinha,armarios_no_quarto,churrasqueira,mobiliado,quarto_de_servico,ar_condicionado,porteiro_24h,varanda,img_index,categoria_Casas,tipo_Casa de vila,tipo_Cobertura,tipo_Duplex ou triplex,tipo_Kitnet,tipo_Loft,tipo_Padrão,zona_LESTE,zona_NORTE,zona_OESTE,zona_SUL
"Studio à venda, Vila Olímpia, São Paulo, SP",1200000,739,0,500,46,1,1,0,200,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6192,0,0,0,0,0,1,0,0,0,0,1
Apartamento Venda 4 Dormitórios - 169 m² Paraíso,1499970,424,0,3190,169,4,3,2,847,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6193,0,0,0,0,0,0,1,0,0,0,1
"Apartamento à venda, Indianópolis, São Paulo, SP",760000,111,0,2088,79,2,2,1,272,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6194,0,0,0,0,0,0,1,0,0,0,1
Apartamento Venda Campo Belo 69 m² 2 Dormitórios,1249980,27,0,917,69,2,2,1,262,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,6195,0,0,0,0,0,0,1,0,0,0,1
São Paulo - Apartamento Padrão - Santo Amaro,699000,512,0,1250,65,1,1,1,408,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,6196,0,0,0,0,0,0,1,0,0,0,1
Edifício Espaço Alpha - Flat para venda - Edifício Espaço Alpha,1000000,729,0,1400,57,2,1,2,240,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,6197,0,0,0,0,0,1,0,0,0,0,1
São Paulo - Apartamento Padrão - Saúde,570000,514,0,859,70,2,2,2,217,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6198,0,0,0,0,0,0,1,0,0,0,1
São Paulo - Casa Padrão - Saúde,950000,411,0,0,110,2,2,2,390,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,6199,1,0,0,0,0,0,1,0,0,0,1
São Paulo - Apartamento Padrão - Vila Olímpia,1383000,739,0,1385,92,2,1,2,471,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,6200,0,0,0,0,0,0,1,0,0,0,1
São Paulo - Apartamento Padrão - Saúde,904000,514,0,1083,71,2,2,2,241,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,6201,0,0,0,0,0,0,1,0,0,0,1
São Paulo - Apartamento Padrão - Campo Belo,680000,27,0,650,45,1,1,1,93,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6202,0,0,0,0,0,0,1,0,0,0,1
São Paulo - Apartamento Padrão - Moema,810000,834,0,1600,70,2,1,2,160,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6203,0,0,0,0,0,0,1,0,0,0,1
São Paulo - Apartamento Padrão - Moema,980000,834,0,1217,60,2,2,1,184,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,6204,0,0,0,0,0,0,1,0,0,0,1
São Paulo - Casa Comercial - Vila Clementino,1050000,600,0,0,110,3,1,1,294,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6205,1,0,0,0,0,0,1,0,0,0,1
Rarus Flats - Flat para venda - Edifício Espaço Alpha,850000,729,0,756,39,1,1,1,103,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,6206,0,0,0,0,0,1,0,0,0,0,1
São Paulo - Apartamento Padrão - Vila Clementino,950000,600,0,1800,95,3,2,1,180,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,6207,0,0,0,0,0,0,1,0,0,0,1
São Paulo - Apartamento Padrão - Jardins,2000000,283,0,1800,115,2,2,1,430,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,6208,0,0,0,0,0,0,1,0,0,0,1
São Paulo - Apartamento Padrão - Vila Mariana,530000,700,0,0,34,1,1,1,100,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6209,0,0,0,0,0,0,1,0,0,0,1
São Paulo - Apartamento Padrão - Chácara Santo Antônio,1200000,611,0,560,55,1,1,1,202,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6210,0,0,0,0,0,0,1,0,0,0,1
São Paulo - Apartamento Padrão - Vila Mariana,690000,700,0,478,32,1,1,1,25,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,6211,0,0,0,0,0,0,1,0,0,0,1
São Paulo - Apartamento Padrão - Campo Belo,1500000,27,0,0,160,3,1,2,400,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,6212,0,0,0,0,0,0,1,0,0,0,1
São Paulo - Apartamento Padrão - Brooklin,750000,21,0,1010,75,2,1,1,270,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,6213,0,0,0,0,0,0,1,0,0,0,1
São Paulo - Apartamento Padrão - Vila Clementino,580000,600,0,850,78,2,1,1,35,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6214,0,0,0,0,0,0,1,0,0,0,1
São Paulo - Apartamento Padrão - Vila Mariana,740000,700,0,987,68,2,2,2,394,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,6215,0,0,0,0,0,0,1,0,0,0,1
São Paulo - Apartamento Padrão - Jardim Paulista,830000,283,0,1013,57,1,1,0,138,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6216,0,0,0,0,0,0,1,0,0,0,1
"Apartamento à venda em São Paulo, Vila Dom Pedro II",790000,622,0,780,79,3,2,2,266,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6218,0,0,0,0,0,0,1,0,1,0,0
APARTAMENTO RECEM REFORMADO DE 2 DORM,360000,596,0,540,85,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6220,0,0,0,0,0,0,1,0,1,0,0
Apartamento na Vila Roque - Imirim,380000,780,0,443,50,2,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,6221,0,0,0,0,0,0,1,0,1,0,0
Sobrado Amplo na Vila Carbone,680000,589,0,0,185,3,4,2,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6222,1,0,0,0,0,0,1,0,1,0,0
Sobrado 03 dormitórios no Horto,860000,109,0,0,151,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6223,1,0,0,0,0,0,1,0,1,0,0
"APARTAMENTO COM 3 DORMITÓRIOS À VENDA, 81 M² CHORA MENINO - SÃO PAULO/SP",825000,39,0,670,81,3,2,2,335,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6224,0,0,0,0,0,0,1,0,1,0,0
Apartamento para venda prox Inajar de Souza,330000,742,0,610,53,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6225,0,0,0,0,0,0,1,0,1,0,0
Apartamento a 500 metros do metrô Santana,330000,511,0,280,64,2,1,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6226,0,0,0,0,0,0,1,0,1,0,0
APARTAMENTO COM 3 DORMITÓRIOS À VENDA - TUCURUVI - SÃO PAULO/SP,280000,232,0,623,61,3,1,1,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6227,0,0,0,0,0,0,1,0,1,0,0
Sobrado 02 dormitórios no Jardim das Laranjeiras,500000,385,0,0,92,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6228,1,0,0,0,0,0,1,0,1,0,0
Sobrado lindo na Casa Verde,1010000,385,0,0,105,3,4,2,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6229,1,0,0,0,0,0,1,0,1,0,0
Apartamento em ótimo estado próximo da Av. Imirim!!,495000,510,0,743,80,3,1,2,130,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6230,0,0,0,0,0,0,1,0,1,0,0
Apartamento Duplex na Cachoeirinha,432000,542,0,550,112,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6232,0,0,0,0,0,0,1,0,1,0,0
Apartamento com 02 Dormitórios no Lauzane Paulista,290000,402,0,670,57,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6234,0,0,0,0,0,0,1,0,1,0,0
Sobrado 04 dormitórios na Casa Verde Alta,820000,33,0,0,240,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6235,1,0,0,0,0,0,1,0,1,0,0
Sobrado à Venda na Vila Mazzei,430000,706,0,0,129,2,2,1,456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6236,1,0,0,0,0,0,1,0,1,0,0
Apartamento no Tucuruvi,420000,658,0,440,63,2,1,1,130,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6237,0,0,0,0,0,0,1,0,1,0,0
"SOBRADO COM 3 DORMITÓRIOS À VENDA, 72 M² - LAUZANE PAULISTA - SÃO PAULO/SP",562000,402,0,0,112,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6239,1,0,0,0,0,0,1,0,1,0,0
"Apartamento lindo, 03 Dormitórios na Vila Guilherme",550000,655,0,482,69,3,2,1,44,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,6240,0,0,0,0,0,0,1,0,1,0,0
Apartamento de 70 m² próximo da Av. Cruzeiro Sul,437000,511,0,5,70,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6241,0,0,0,0,0,0,1,0,1,0,0
Apartamento 03 suítes Tucuruvi,990000,531,0,1670,160,3,3,3,672,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6242,0,0,0,0,0,0,1,0,1,0,0
CASA DE RENDA!!! 03 Casas no Imirim,500000,342,0,0,216,3,3,1,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6244,1,0,0,0,0,0,1,0,1,0,0
Apartamento 02 Dormitórios na Vila Dionísia,300000,617,0,500,52,2,1,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6245,0,0,0,0,0,0,1,0,1,0,0
APARTAMENTO COM 2 DORMITÓRIOS À VENDA - VILA DOM PEDRO II - SÃO PAULO/SP,365000,622,0,490,67,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6246,0,0,0,0,0,0,1,0,1,0,0
APARTAMENTO COM 3 DORMITÓRIOS À VENDA - VILA GUILHERME - SÃO PAULO/SP,650000,655,0,650,63,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6247,0,0,0,0,0,0,1,0,1,0,0
Sobrado 03 dormitórios Imirim,800000,110,0,0,146,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6248,1,0,0,0,0,0,1,0,1,0,0
Sobrado em Condomínio Fechado na Vila Nova Parada,373000,734,0,137,91,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6249,1,0,0,0,0,0,1,0,1,0,0
Casa de Renda no Jardim Peri,479000,288,0,0,175,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6250,1,0,0,0,0,0,1,0,1,0,0
"APARTAMENTO COM 3 DORMITÓRIOS À VENDA, 80 M² - CARANDIRU - SÃO PAULO/SP",450000,31,0,926,80,3,2,2,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6252,0,0,0,0,0,0,1,0,1,0,0
Sobrado na Casa Verde em otima localização,850000,565,0,0,113,3,2,2,1049,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6253,1,0,0,0,0,0,1,0,1,0,0
"LINDO SOBRADO RESIDENCIAL À VENDA, CASA VERDE, SÃO PAULO.",650000,33,0,0,129,2,3,2,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6254,1,0,0,0,0,0,1,0,1,0,0
Apartamento NOVO 1 dormitório Parque Peruche,215000,459,0,0,30,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6255,0,0,0,0,0,0,1,0,1,0,0
Apartamento em Santana,425000,511,0,548,60,2,1,1,98,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6256,0,0,0,0,0,0,1,0,1,0,0
"APARTAMENTO COM 2 DORMITÓRIOS À VENDA, 45 M² - VILA MAZZEI - SÃO PAULO/SP",355000,706,0,450,45,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6259,0,0,0,0,0,0,1,0,1,0,0
Apartamento 70m² na Vila Aurora ( Mandaqui ) Zona Norte,427000,558,0,630,70,2,1,1,38,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6260,0,0,0,0,0,0,1,0,1,0,0
"CASA COM 2 DORMITÓRIOS À VENDA, 125 M² POR R$ 585.000,00 - LAUZANE PAULISTA - SÃO PAULO/SP",530000,402,0,0,150,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6261,1,0,0,0,0,0,1,0,1,0,0
Sobrado na Vila Baruel - Zona Norte - Ótima localização!,1450000,565,0,0,244,3,2,3,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6262,1,0,0,0,0,0,1,0,1,0,0
APARTAMENTO COM 3 DORMITÓRIOS À VENDA - VILA GUILHERME - SÃO PAULO/SP,565000,655,0,810,74,3,2,2,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6263,0,0,0,0,0,0,1,0,1,0,0
"Apartamento em Santana 03 Dormitórios, próximo ao Metrô",576000,511,0,809,75,3,1,1,79,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6264,0,0,0,0,0,0,1,0,1,0,0
SOBRADO COM 2 DORMITÓRIOS À VENDA NO CENTRO DA CASA VERDE - SÃO PAULO/SP,775000,32,0,0,101,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6265,1,0,0,0,0,0,1,0,1,0,0
"APARTAMENTO COM 2 DORMITÓRIOS À VENDA, 58 M² - PARADA INGLESA - SÃO PAULO/SP",447000,421,0,550,58,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6266,0,0,0,0,0,0,1,0,1,0,0
"Apartamento à venda Alameda Ribeirão Preto, Bela Vista - São Paulo",1750000,12,0,1220,156,4,3,2,447,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6267,0,0,0,0,0,0,1,0,0,0,0
"Apartamento à venda Avenida Angélica, Consolação - São Paulo",1300000,97,0,1830,150,3,3,2,44,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6268,0,0,0,0,0,0,1,0,0,0,0
"Apartamento à venda Rua Emílio de Menezes, Santa Cecília - São Paulo",2200000,507,0,1885,206,3,5,2,70,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6269,0,0,0,0,0,0,1,0,0,0,0
"Apartamento à venda Rua Doutor Alfredo Ellis, Bela Vista - São Paulo",1500000,12,0,2000,80,2,3,2,33,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6270,0,0,0,0,0,0,1,0,0,0,0
"Apartamento à venda Rua São Vicente de Paulo, Santa Cecília - São Paulo",1650000,507,0,2440,152,3,3,1,45,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6271,0,0,0,0,0,0,1,0,0,0,0
"Apartamento à venda Rua Marquês de Itu, Vila Buarque - São Paulo",1600000,579,0,1480,123,2,2,1,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6273,0,0,0,0,0,0,1,0,0,0,0
"Apartamento à venda Avenida Angélica, Consolação - São Paulo",1325000,97,0,2660,191,3,4,1,47,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6274,0,0,0,0,0,0,1,0,0,0,0
"Apartamento à venda Rua José Gomes Falcão, Parque Industrial Tomas Edson - São Paulo",1695000,444,0,1301,129,3,4,3,58,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6275,0,0,0,0,0,0,1,0,0,0,0
"Apartamento à venda Rua Nilo, Aclimação - São Paulo",1550000,0,0,950,76,2,2,2,33,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,6277,0,0,0,0,0,0,1,0,0,0,0
"Apartamento à venda Rua Rodrigo Cláudio, Aclimação - São Paulo",1700000,0,0,2400,184,3,3,3,675,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6278,0,0,0,0,0,0,1,0,0,0,0
"Apartamento à venda Rua José Gomes Falcão, Parque Industrial Tomas Edson - São Paulo",1270000,444,0,1100,108,3,2,2,29,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,6280,0,0,0,0,0,0,1,0,0,0,0
"Apartamento à venda Rua Cincinato Braga, Bela Vista - São Paulo",2000000,12,0,2400,266,3,2,1,887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6282,0,0,0,0,0,0,1,0,0,0,0
"Apartamento à venda Rua Backer, Cambuci - São Paulo",1550000,25,0,1479,108,3,2,2,52,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,6284,0,0,0,0,0,0,1,0,0,0,0
"Apartamento à venda Rua São Carlos do Pinhal, Bela Vista - São Paulo",1900000,12,0,1350,138,3,3,2,38,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,6286,0,0,0,0,0,0,1,0,0,0,0
"Apartamento à venda Rua Almirante Marques de Leão, Bela Vista - São Paulo",1300000,12,0,960,100,2,1,1,38,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6287,0,0,0,0,0,0,1,0,0,0,0
"Apartamento à venda Rua Doutor Brasílio Machado, Santa Cecília - São Paulo",2120000,507,0,1850,210,3,4,2,83,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6288,0,0,0,0,0,0,1,0,0,0,0
"Apartamento à venda Rua Cincinato Braga, Bela Vista - São Paulo",1300000,12,0,1343,148,3,3,1,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6289,0,0,0,0,0,0,1,0,0,0,0
"Cobertura à venda Rua Doutor Albuquerque Lins, Santa Cecília - São Paulo",1900000,507,0,0,160,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6290,0,0,1,0,0,0,0,0,0,0,0
"Apartamento à venda Rua Doutor Brasílio Machado, Santa Cecília - São Paulo",1300000,507,0,2400,130,3,2,2,54,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6291,0,0,0,0,0,0,1,0,0,0,0
"Apartamento à venda Rua Doutor Fausto Ferraz, Bela Vista - São Paulo",1750000,12,0,2990,186,3,2,2,390,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6293,0,0,0,0,0,0,1,0,0,0,0
"Apartamento à venda Rua Júpiter, Aclimação - São Paulo",2300000,0,0,3400,285,3,3,4,158,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6294,0,0,0,0,0,0,1,0,0,0,0
"Apartamento à venda Rua Conselheiro Brotero, Santa Cecília - São Paulo",1365000,507,0,3360,164,3,3,2,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6295,0,0,0,0,0,0,1,0,0,0,0
"Apartamento à venda Rua Conselheiro Brotero, Santa Cecília - São Paulo",1400000,507,0,3500,170,4,3,2,400,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6297,0,0,0,0,0,0,1,0,0,0,0
"Apartamento à venda Rua Cincinato Braga, Bela Vista - São Paulo",1300000,12,0,1428,148,4,3,1,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6299,0,0,0,0,0,0,1,0,0,0,0
"Apartamento à venda Rua Doutor Brasílio Machado, Santa Cecília - São Paulo",1300000,507,0,2400,130,3,2,2,54,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6300,0,0,0,0,0,0,1,0,0,0,0
"Apartamento à venda Rua São Vicente de Paulo, Santa Cecília - São Paulo",1900000,507,0,2169,210,3,3,2,42,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6301,0,0,0,0,0,0,1,0,0,0,0
"Apartamento à venda Rua Baronesa de Itu, Santa Cecília - São Paulo",1990000,507,0,3000,228,4,5,0,58,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6302,0,0,0,0,0,0,1,0,0,0,0
"Apartamento à venda Rua José Gomes Falcão, Parque Industrial Tomas Edson - São Paulo",2000000,444,0,1400,160,2,3,2,52,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6304,0,0,0,0,0,0,1,0,0,0,0
Casa a Venda em Barra Funda - São Paulo,580000,9,0,0,140,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6305,1,0,0,0,0,0,1,0,0,0,0
"Apartamento à venda Rua São Carlos do Pinhal, Bela Vista - São Paulo",1490000,12,0,2035,202,3,1,1,49,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,6306,0,0,0,0,0,0,1,0,0,0,0
"Apartamento à venda Rua Marquês de Paranaguá, Consolação - São Paulo",1560000,97,0,2000,175,3,3,1,41,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6307,0,0,0,0,0,0,1,0,0,0,0
"Apartamento à venda Rua Cajuru, Belenzinho - São Paulo",3000000,13,0,3200,283,4,5,3,192,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6308,0,0,0,0,0,0,1,0,0,0,0
"Apartamento à venda Rua dos Franceses, Morro dos Ingleses - São Paulo",1610000,416,0,2690,162,3,3,2,375,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6309,0,0,0,0,0,0,1,0,0,0,0
"Apartamento à venda Rua Doutor Brasílio Machado, Santa Cecília - São Paulo",2200000,507,0,2500,260,3,4,2,46,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6310,0,0,0,0,0,0,1,0,0,0,0
"Apartamento à venda Avenida Angélica, Consolação - São Paulo",1678074,97,0,3000,266,2,2,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6312,0,0,0,0,0,0,1,0,0,0,0
"Apartamento à venda Rua Baronesa de Itu, Santa Cecília - São Paulo",1400000,507,0,1946,145,3,3,1,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6313,0,0,0,0,0,0,1,0,0,0,0
"Apartamento à venda Rua Bela Cintra, Consolação - São Paulo",1900033,97,0,2500,180,3,2,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6315,0,0,0,0,0,0,1,0,0,0,0
APARTAMENTO - VILA MADALENA - SP,1600000,692,0,1900,115,3,1,1,180,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6316,0,0,0,0,0,0,1,0,0,1,0
"Apartamento Garden com 3 quartos, 156,52m², à venda em São Paulo, Pinheiros",3079202,491,0,0,157,3,4,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6318,0,0,0,0,0,0,1,0,0,1,0
"Apartamento com 2 quartos, 127,55m², à venda em São Paulo, Pinheiros",2909305,491,0,0,128,2,4,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6320,0,0,0,0,0,0,1,0,0,1,0
"Apartamento com 2 dormitórios à venda, 56 m² por R$ 430.000,00 - Jardim das Vertentes - Sã",430000,387,0,550,56,2,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,6321,0,0,0,0,0,0,1,0,0,1,0
"Apartamento com 1 quarto, 64,5m², à venda em São Paulo, Pinheiros",800000,491,0,374,65,1,2,0,1365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6322,0,0,0,0,0,0,1,0,0,1,0
"Apartamento com 3 dormitórios à venda, 63 m² por R$ 460.000,00 - Jardim das Vertentes - Sã",460000,387,0,757,63,3,1,1,108,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,6326,0,0,0,0,0,0,1,0,0,1,0
"Apartamento com 4 quartos, 153,28m², à venda em São Paulo, Vila Leopoldina",1467010,685,0,0,153,4,5,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6327,0,0,0,0,0,0,1,0,0,1,0
"Apartamento com 2 quartos, 144,07m², à venda em São Paulo, Pinheiros",2551313,491,0,0,144,2,4,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6328,0,0,0,0,0,0,1,0,0,1,0
"Apartamento com 2 quartos, 151m², à venda em São Paulo, Pinheiros",3110741,491,0,0,151,2,4,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6329,0,0,0,0,0,0,1,0,0,1,0
"Loft com 1 quarto, 25,08m², à venda em São Paulo, Pinheiros",426618,491,0,0,25,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6330,0,0,0,0,1,0,0,0,0,1,0
"Apartamento com 2 dormitórios à venda, 69 m² por R$ 905.302,70 - Vila Leopoldina - São Pau",905303,685,0,0,69,2,2,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6331,0,0,0,0,0,0,1,0,0,1,0
Apartamento Vila São Francisco 3 dormitórios e 2 vagas 117 metros,1383000,66,0,1400,117,3,4,2,380,0,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,6332,0,0,0,0,0,0,1,0,0,1,0
"Apartamento com 2 dormitórios à venda, 56 m² por R$ 498.000,00 - Jardim das Vertentes - Sã",498000,387,0,650,56,2,1,1,20,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,6333,0,0,0,0,0,0,1,0,0,1,0
APARTAMENTO SUMARÉ 3 DORMITÓRIOS 1 SUÍTE 2 VAGAS,1450000,518,0,2850,144,3,2,2,1050,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6334,0,0,0,0,0,0,1,0,0,1,0
Apartamento no Portal dos Bandeirantes,440000,396,0,880,70,2,2,2,100,0,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,6335,0,0,0,0,0,0,1,0,0,1,0
Sobrado para venda com 150 metros quadrados com 3 quartos em Jardim Odete - São Paulo - SP,870000,272,0,0,150,3,4,2,300,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6336,1,0,0,0,0,0,1,0,0,1,0
